"Population by Five Years Age Group","Number"
"0-4",""
"Female","924"
"Male","1042"
"10-14",""
"Female","1428"
"Male","1350"
"15-19",""
"Female","1255"
"Male","1006"
"20-24",""
"Female","877"
"Male","446"
"25-29",""
"Female","685"
"Male","392"
"30-34",""
"Female","484"
"Male","309"
"35-39",""
"Female","552"
"Male","353"
"40-44",""
"Female","509"
"Male","404"
"45-49",""
"Female","439"
"Male","353"
"50-54",""
"Female","436"
"Male","419"
"55-59",""
"Female","328"
"Male","321"
"5-9",""
"Female","1218"
"Male","1224"
"60-64",""
"Female","266"
"Male","274"
"65-69",""
"Female","235"
"Male","239"
"70-74",""
"Female","193"
"Male","178"
"75+",""
"Female","263"
"Male","259"
