"Population by Single Year of Age","Number"
"0",""
"Female","281"
"Male","306"
"1",""
"Female","222"
"Male","256"
"10",""
"Female","461"
"Male","489"
"11",""
"Female","403"
"Male","422"
"12",""
"Female","467"
"Male","506"
"13",""
"Female","452"
"Male","460"
"14",""
"Female","402"
"Male","431"
"15",""
"Female","460"
"Male","413"
"16",""
"Female","392"
"Male","353"
"17",""
"Female","409"
"Male","368"
"18",""
"Female","463"
"Male","375"
"19",""
"Female","293"
"Male","210"
"2",""
"Female","315"
"Male","319"
"20",""
"Female","265"
"Male","224"
"21",""
"Female","241"
"Male","170"
"22",""
"Female","298"
"Male","180"
"23",""
"Female","207"
"Male","132"
"24",""
"Female","208"
"Male","106"
"25",""
"Female","264"
"Male","133"
"26",""
"Female","191"
"Male","127"
"27",""
"Female","205"
"Male","146"
"28",""
"Female","213"
"Male","142"
"29",""
"Female","111"
"Male","89"
"3",""
"Female","316"
"Male","323"
"30",""
"Female","260"
"Male","139"
"31",""
"Female","92"
"Male","82"
"32",""
"Female","185"
"Male","130"
"33",""
"Female","131"
"Male","99"
"34",""
"Female","141"
"Male","127"
"35",""
"Female","251"
"Male","158"
"36",""
"Female","120"
"Male","96"
"37",""
"Female","123"
"Male","103"
"38",""
"Female","162"
"Male","110"
"39",""
"Female","105"
"Male","87"
"4",""
"Female","366"
"Male","403"
"40",""
"Female","308"
"Male","228"
"41",""
"Female","121"
"Male","110"
"42",""
"Female","183"
"Male","146"
"43",""
"Female","115"
"Male","104"
"44",""
"Female","107"
"Male","122"
"45",""
"Female","208"
"Male","176"
"46",""
"Female","146"
"Male","100"
"47",""
"Female","124"
"Male","124"
"48",""
"Female","140"
"Male","124"
"49",""
"Female","90"
"Male","98"
"5",""
"Female","409"
"Male","357"
"50",""
"Female","210"
"Male","219"
"51",""
"Female","109"
"Male","94"
"52",""
"Female","136"
"Male","127"
"53",""
"Female","109"
"Male","88"
"54",""
"Female","79"
"Male","81"
"55",""
"Female","129"
"Male","130"
"56",""
"Female","102"
"Male","96"
"57",""
"Female","87"
"Male","91"
"58",""
"Female","90"
"Male","112"
"59",""
"Female","79"
"Male","66"
"6",""
"Female","360"
"Male","387"
"60",""
"Female","151"
"Male","166"
"61",""
"Female","82"
"Male","68"
"62",""
"Female","95"
"Male","97"
"63",""
"Female","64"
"Male","64"
"64",""
"Female","60"
"Male","56"
"65",""
"Female","105"
"Male","85"
"66",""
"Female","53"
"Male","46"
"67",""
"Female","54"
"Male","60"
"68",""
"Female","68"
"Male","76"
"69",""
"Female","28"
"Male","46"
"7",""
"Female","478"
"Male","416"
"70",""
"Female","95"
"Male","78"
"71",""
"Female","40"
"Male","47"
"72",""
"Female","48"
"Male","62"
"73",""
"Female","27"
"Male","41"
"74",""
"Female","24"
"Male","23"
"75",""
"Female","58"
"Male","47"
"76",""
"Female","29"
"Male","24"
"77",""
"Female","28"
"Male","26"
"78",""
"Female","52"
"Male","50"
"79",""
"Female","15"
"Male","19"
"8",""
"Female","387"
"Male","480"
"80",""
"Female","39"
"Male","28"
"81",""
"Female","15"
"Male","15"
"82",""
"Female","28"
"Male","13"
"83",""
"Female","9"
"Male","16"
"84",""
"Female","13"
"Male","7"
"85",""
"Female","64"
"Male","65"
"9",""
"Female","416"
"Male","419"
