"Population by Mother tongue","Number"
"Bahing",""
"Female","256"
"Male","255"
"Bantawa",""
"Female","15"
"Male","13"
"Chamling",""
"Female","4146"
"Male","3564"
"Dumi",""
"Female","45"
"Male","29"
"Limbu",""
"Female","5"
"Male","6"
"Magar",""
"Female","1234"
"Male","1191"
"Maithili",""
"Female","6"
"Male","55"
"Nachhiring",""
"Female","44"
"Male","35"
"Nepali",""
"Female","6753"
"Male","6110"
"Newar",""
"Female","234"
"Male","199"
"Not Reported",""
"Female","28"
"Male","18"
"Others",""
"Female","238"
"Male","221"
"Puma",""
"Female","63"
"Male","60"
"Rai",""
"Female","98"
"Male","86"
"Sampang",""
"Female","71"
"Male","48"
"Sign Language",""
"Female","7"
"Male","5"
"Tamang",""
"Female","77"
"Male","60"
"Thulung",""
"Female","10"
"Male","8"
"Tilung",""
"Female","613"
"Male","492"
"Wambule",""
"Female","1596"
"Male","1538"
