"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","13"
"Cow Dung","14"
"Electricity","0"
"Kerosene","21"
"LP Gas","10"
"Not stated","26"
"Others","1"
"Wood/Firewood","5753"
"Total","5838"
