"Number of households by type of outer wall","Number"
"BambooWall","1594"
"Cement Bonded Bricks/Stone Wall","8950"
"Mud Bonded Bricks/Stone Wall","47311"
"Not Stated about Wall","283"
"Other Type Wall","206"
"Unbaked Bricks","481"
"Wood/Planks","435"
"Total","59260"
