"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2009"
"Cow Dung","56"
"Electricity Fuel","66"
"KeroseneFuel","342"
"LP Gas","8883"
"Not Sated about Fuel","177"
"OthersFuel","55"
"Wood/FireWood","47672"
"Total","59260"
