"Population by Religion","Number"
"Bahai","2"
"Bon","2"
"Buddism","20426"
"Christianity","2294"
"Hindu","236411"
"Islam","1226"
"Jainism","0"
"Kirat","0"
"Prakriti","437"
"Sikhism","0"
"Undefined","382"
"Total","261180"
