"Population by Five Years Age Group","Number"
"0-4",""
"Female","2622"
"Male","2757"
"10-14",""
"Female","2715"
"Male","2728"
"15-19",""
"Female","2078"
"Male","2009"
"20-24",""
"Female","1914"
"Male","1549"
"25-29",""
"Female","1366"
"Male","1111"
"30-34",""
"Female","1183"
"Male","1002"
"35-39",""
"Female","1016"
"Male","958"
"40-44",""
"Female","857"
"Male","788"
"45-49",""
"Female","692"
"Male","694"
"50-54",""
"Female","556"
"Male","610"
"55-59",""
"Female","457"
"Male","505"
"5-9",""
"Female","2843"
"Male","2873"
"60-64",""
"Female","615"
"Male","505"
"65-69",""
"Female","440"
"Male","368"
"70-74",""
"Female","407"
"Male","283"
"75+",""
"Female","390"
"Male","299"
