"Population by Five Years Age Group","Number"
"0-4",""
"Female","879"
"Male","908"
"10-14",""
"Female","1403"
"Male","1412"
"15-19",""
"Female","1267"
"Male","995"
"20-24",""
"Female","890"
"Male","490"
"25-29",""
"Female","637"
"Male","384"
"30-34",""
"Female","492"
"Male","327"
"35-39",""
"Female","516"
"Male","371"
"40-44",""
"Female","524"
"Male","426"
"45-49",""
"Female","485"
"Male","407"
"50-54",""
"Female","438"
"Male","419"
"55-59",""
"Female","323"
"Male","307"
"5-9",""
"Female","1110"
"Male","1156"
"60-64",""
"Female","343"
"Male","293"
"65-69",""
"Female","225"
"Male","234"
"70-74",""
"Female","211"
"Male","194"
"75+",""
"Female","266"
"Male","226"
