"Population by Caste Ethinicity","Number"
"Bote",""
"Female","48"
"Male","55"
"","103"
"Brahman - Hill",""
"Female","9305"
"Male","7340"
"","16645"
"Chhetri",""
"Female","3125"
"Male","2394"
"","5519"
"Damai/Dholi",""
"Female","1683"
"Male","1335"
"","3018"
"Gharti/Bhujel",""
"Female","94"
"Male","78"
"","172"
"Gurung",""
"Female","804"
"Male","655"
"","1459"
"Hajam/Thakur",""
"Female","0"
"Male","11"
"","11"
"Halwai",""
"Female","6"
"Male","6"
"","12"
"Kami",""
"Female","1835"
"Male","1564"
"","3399"
"Kumal",""
"Female","71"
"Male","73"
"","144"
"Limbu",""
"Female","7"
"Male","10"
"","17"
"Magar",""
"Female","893"
"Male","765"
"","1658"
"Majhi",""
"Female","78"
"Male","56"
"","134"
"Musalman",""
"Female","129"
"Male","147"
"","276"
"Newar",""
"Female","743"
"Male","668"
"","1411"
"Others",""
"Female","34"
"Male","41"
"","75"
"Rai",""
"Female","52"
"Male","38"
"","90"
"Sanyasi/Dasnami",""
"Female","638"
"Male","511"
"","1149"
"Sarki",""
"Female","1971"
"Male","1614"
"","3585"
"Tamang",""
"Female","60"
"Male","75"
"","135"
"Teli",""
"Female","6"
"Male","10"
"","16"
"Thakali",""
"Female","34"
"Male","30"
"","64"
"Thakuri",""
"Female","211"
"Male","205"
"","416"
"Tharu",""
"Female","26"
"Male","36"
"","62"
"Yadav",""
"Female","8"
"Male","22"
"","30"
