"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","66"
"Cow Dung","3"
"Electricity Fuel","2"
"KeroseneFuel","76"
"LP Gas","2772"
"Not Sated about Fuel","21"
"OthersFuel","3"
"Wood/FireWood","7368"
"Total","10311"
