"Population by Mother tongue","Number"
"Bantawa",""
"Female","3314"
"Male","2930"
"Bhujel",""
"Female","65"
"Male","67"
"Chamling",""
"Female","452"
"Male","397"
"Gurung",""
"Female","31"
"Male","22"
"Koyee",""
"Female","105"
"Male","122"
"Magar",""
"Female","121"
"Male","99"
"Maithili",""
"Female","8"
"Male","19"
"Nepali",""
"Female","4559"
"Male","3907"
"Newar",""
"Female","404"
"Male","335"
"Not Reported",""
"Female","6"
"Male","6"
"Others",""
"Female","37"
"Male","28"
"Rai",""
"Female","48"
"Male","47"
"Sampang",""
"Female","110"
"Male","88"
"Sanskrit",""
"Female","26"
"Male","19"
"Sherpa",""
"Female","126"
"Male","78"
"Tamang",""
"Female","300"
"Male","295"
"Thulung",""
"Female","16"
"Male","24"
