"Population by Mother tongue","Number"
"Avadhi",""
"Female","1714"
"Male","1846"
"Bhojpuri",""
"Female","22"
"Male","38"
"Doteli",""
"Female","10"
"Male","15"
"English",""
"Female","6"
"Male","7"
"Gurung",""
"Female","48"
"Male","45"
"Hindi",""
"Female","178"
"Male","217"
"Kham",""
"Female","8"
"Male","6"
"Magar",""
"Female","386"
"Male","331"
"Maithili",""
"Female","262"
"Male","295"
"Nepali",""
"Female","24365"
"Male","21781"
"Newar",""
"Female","129"
"Male","131"
"Others",""
"Female","18"
"Male","26"
"Tamang",""
"Female","22"
"Male","22"
"Tharu",""
"Female","8491"
"Male","8472"
"Urdu",""
"Female","876"
"Male","880"
