"Population by Single Year of Age","Number"
"0",""
"Female","573"
"Male","625"
"1",""
"Female","538"
"Male","561"
"10",""
"Female","969"
"Male","1170"
"11",""
"Female","810"
"Male","883"
"12",""
"Female","1050"
"Male","1206"
"13",""
"Female","921"
"Male","939"
"14",""
"Female","956"
"Male","1023"
"15",""
"Female","931"
"Male","965"
"16",""
"Female","866"
"Male","877"
"17",""
"Female","817"
"Male","722"
"18",""
"Female","1008"
"Male","889"
"19",""
"Female","703"
"Male","562"
"2",""
"Female","631"
"Male","719"
"20",""
"Female","1035"
"Male","795"
"21",""
"Female","664"
"Male","643"
"22",""
"Female","931"
"Male","788"
"23",""
"Female","705"
"Male","580"
"24",""
"Female","781"
"Male","586"
"25",""
"Female","1082"
"Male","771"
"26",""
"Female","723"
"Male","528"
"27",""
"Female","640"
"Male","517"
"28",""
"Female","784"
"Male","594"
"29",""
"Female","451"
"Male","380"
"3",""
"Female","697"
"Male","725"
"30",""
"Female","1132"
"Male","891"
"31",""
"Female","352"
"Male","289"
"32",""
"Female","649"
"Male","583"
"33",""
"Female","418"
"Male","302"
"34",""
"Female","410"
"Male","343"
"35",""
"Female","1023"
"Male","903"
"36",""
"Female","379"
"Male","367"
"37",""
"Female","315"
"Male","240"
"38",""
"Female","475"
"Male","402"
"39",""
"Female","227"
"Male","222"
"4",""
"Female","825"
"Male","829"
"40",""
"Female","914"
"Male","816"
"41",""
"Female","201"
"Male","217"
"42",""
"Female","367"
"Male","367"
"43",""
"Female","244"
"Male","204"
"44",""
"Female","207"
"Male","184"
"45",""
"Female","612"
"Male","687"
"46",""
"Female","209"
"Male","230"
"47",""
"Female","138"
"Male","169"
"48",""
"Female","260"
"Male","281"
"49",""
"Female","140"
"Male","143"
"5",""
"Female","869"
"Male","899"
"50",""
"Female","519"
"Male","524"
"51",""
"Female","134"
"Male","150"
"52",""
"Female","180"
"Male","236"
"53",""
"Female","129"
"Male","123"
"54",""
"Female","116"
"Male","127"
"55",""
"Female","363"
"Male","390"
"56",""
"Female","136"
"Male","156"
"57",""
"Female","114"
"Male","127"
"58",""
"Female","151"
"Male","177"
"59",""
"Female","99"
"Male","89"
"6",""
"Female","844"
"Male","872"
"60",""
"Female","486"
"Male","441"
"61",""
"Female","101"
"Male","102"
"62",""
"Female","133"
"Male","116"
"63",""
"Female","82"
"Male","80"
"64",""
"Female","69"
"Male","78"
"65",""
"Female","236"
"Male","262"
"66",""
"Female","48"
"Male","57"
"67",""
"Female","67"
"Male","71"
"68",""
"Female","82"
"Male","104"
"69",""
"Female","44"
"Male","45"
"7",""
"Female","879"
"Male","981"
"70",""
"Female","225"
"Male","226"
"71",""
"Female","31"
"Male","38"
"72",""
"Female","66"
"Male","73"
"73",""
"Female","29"
"Male","47"
"74",""
"Female","32"
"Male","33"
"75",""
"Female","88"
"Male","92"
"76",""
"Female","22"
"Male","23"
"77",""
"Female","24"
"Male","18"
"78",""
"Female","29"
"Male","34"
"79",""
"Female","9"
"Male","21"
"8",""
"Female","919"
"Male","1094"
"80",""
"Female","75"
"Male","63"
"81",""
"Female","12"
"Male","13"
"82",""
"Female","14"
"Male","11"
"83",""
"Female","7"
"Male","10"
"84",""
"Female","12"
"Male","13"
"85",""
"Female","76"
"Male","82"
"9",""
"Female","776"
"Male","843"
