"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","2384"
"Male","1970"
"","4354"
"Brahmu/ Baramo",""
"Female","145"
"Male","106"
"","251"
"Chepang /Praja",""
"Female","1559"
"Male","1460"
"","3019"
"Chhetri",""
"Female","666"
"Male","546"
"","1212"
"Damai/Dholi",""
"Female","439"
"Male","333"
"","772"
"Gharti/Bhujel",""
"Female","142"
"Male","109"
"","251"
"Gurung",""
"Female","1671"
"Male","1289"
"","2960"
"Kami",""
"Female","581"
"Male","464"
"","1045"
"Kumal",""
"Female","22"
"Male","33"
"","55"
"Magar",""
"Female","2461"
"Male","2003"
"","4464"
"Majhi",""
"Female","118"
"Male","107"
"","225"
"Musalman",""
"Female","52"
"Male","58"
"","110"
"Newar",""
"Female","1680"
"Male","1395"
"","3075"
"Others",""
"Female","24"
"Male","21"
"","45"
"Sanyasi/Dasnami",""
"Female","25"
"Male","28"
"","53"
"Sarki",""
"Female","712"
"Male","627"
"","1339"
"Tamang",""
"Female","13"
"Male","10"
"","23"
