"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","118"
"Male","99"
"Brahman - Hill",""
"Female","540"
"Male","490"
"Chhetri",""
"Female","7962"
"Male","7189"
"Dalit Others",""
"Female","35"
"Male","23"
"Damai/Dholi",""
"Female","333"
"Male","282"
"Gurung",""
"Female","51"
"Male","46"
"Kami",""
"Female","1647"
"Male","1564"
"Kumal",""
"Female","37"
"Male","28"
"Lohar",""
"Female","12"
"Male","11"
"Magar",""
"Female","838"
"Male","862"
"Newar",""
"Female","34"
"Male","25"
"Others",""
"Female","7"
"Male","7"
"Sanyasi/Dasnami",""
"Female","443"
"Male","375"
"Sarki",""
"Female","118"
"Male","108"
"Thakuri",""
"Female","869"
"Male","819"
