"Population by Single Year of Age","Number"
"0",""
"Female","294"
"Male","272"
"1",""
"Female","220"
"Male","223"
"10",""
"Female","425"
"Male","404"
"11",""
"Female","319"
"Male","325"
"12",""
"Female","468"
"Male","460"
"13",""
"Female","342"
"Male","342"
"14",""
"Female","416"
"Male","367"
"15",""
"Female","356"
"Male","304"
"16",""
"Female","331"
"Male","299"
"17",""
"Female","275"
"Male","264"
"18",""
"Female","387"
"Male","312"
"19",""
"Female","238"
"Male","188"
"2",""
"Female","298"
"Male","282"
"20",""
"Female","254"
"Male","207"
"21",""
"Female","246"
"Male","191"
"22",""
"Female","260"
"Male","224"
"23",""
"Female","243"
"Male","143"
"24",""
"Female","232"
"Male","186"
"25",""
"Female","267"
"Male","158"
"26",""
"Female","200"
"Male","144"
"27",""
"Female","168"
"Male","142"
"28",""
"Female","246"
"Male","148"
"29",""
"Female","107"
"Male","113"
"3",""
"Female","353"
"Male","341"
"30",""
"Female","287"
"Male","197"
"31",""
"Female","100"
"Male","60"
"32",""
"Female","180"
"Male","133"
"33",""
"Female","108"
"Male","95"
"34",""
"Female","103"
"Male","90"
"35",""
"Female","262"
"Male","205"
"36",""
"Female","128"
"Male","107"
"37",""
"Female","81"
"Male","72"
"38",""
"Female","172"
"Male","148"
"39",""
"Female","82"
"Male","96"
"4",""
"Female","352"
"Male","377"
"40",""
"Female","260"
"Male","193"
"41",""
"Female","72"
"Male","71"
"42",""
"Female","100"
"Male","90"
"43",""
"Female","77"
"Male","83"
"44",""
"Female","58"
"Male","57"
"45",""
"Female","199"
"Male","141"
"46",""
"Female","71"
"Male","56"
"47",""
"Female","48"
"Male","76"
"48",""
"Female","101"
"Male","112"
"49",""
"Female","68"
"Male","43"
"5",""
"Female","376"
"Male","386"
"50",""
"Female","178"
"Male","196"
"51",""
"Female","37"
"Male","51"
"52",""
"Female","61"
"Male","88"
"53",""
"Female","43"
"Male","67"
"54",""
"Female","43"
"Male","42"
"55",""
"Female","123"
"Male","131"
"56",""
"Female","66"
"Male","65"
"57",""
"Female","35"
"Male","62"
"58",""
"Female","64"
"Male","77"
"59",""
"Female","28"
"Male","30"
"6",""
"Female","364"
"Male","362"
"60",""
"Female","144"
"Male","130"
"61",""
"Female","46"
"Male","31"
"62",""
"Female","68"
"Male","55"
"63",""
"Female","48"
"Male","39"
"64",""
"Female","36"
"Male","34"
"65",""
"Female","114"
"Male","124"
"66",""
"Female","28"
"Male","42"
"67",""
"Female","22"
"Male","30"
"68",""
"Female","33"
"Male","46"
"69",""
"Female","11"
"Male","8"
"7",""
"Female","315"
"Male","305"
"70",""
"Female","64"
"Male","55"
"71",""
"Female","7"
"Male","17"
"72",""
"Female","22"
"Male","30"
"73",""
"Female","8"
"Male","13"
"74",""
"Female","8"
"Male","4"
"75",""
"Female","40"
"Male","34"
"76",""
"Female","4"
"Male","13"
"77",""
"Female","9"
"Male","13"
"78",""
"Female","11"
"Male","13"
"79",""
"Female","2"
"Male","6"
"8",""
"Female","387"
"Male","421"
"80",""
"Female","14"
"Male","15"
"81",""
"Female","2"
"Male","4"
"82",""
"Female","8"
"Male","3"
"83",""
"Female","1"
"Male","0"
"84",""
"Female","3"
"Male","5"
"85",""
"Female","17"
"Male","16"
"9",""
"Female","300"
"Male","340"
