"Population by Mother tongue","Number"
"Gurung",""
"Female","37"
"Male","30"
"Limbu",""
"Female","2617"
"Male","2325"
"Magar",""
"Female","69"
"Male","58"
"Maithili",""
"Female","1"
"Male","10"
"Nepali",""
"Female","789"
"Male","688"
"Newar",""
"Female","41"
"Male","35"
"Not Reported",""
"Female","7"
"Male","12"
"Others",""
"Female","7"
"Male","5"
"Rai",""
"Female","33"
"Male","37"
"Sanskrit",""
"Female","8"
"Male","12"
"Sherpa",""
"Female","1670"
"Male","1454"
"Sunuwar",""
"Female","9"
"Male","10"
"Tamang",""
"Female","555"
"Male","518"
