"Population by Caste/Ethinicity","Number"
"Brahman - Hill",""
"Female","137"
"Male","141"
"Chhetri",""
"Female","115"
"Male","130"
"Dalit Others",""
"Female","57"
"Male","51"
"Damai/Dholi",""
"Female","43"
"Male","37"
"Gurung",""
"Female","57"
"Male","41"
"Kami",""
"Female","261"
"Male","216"
"Limbu",""
"Female","2691"
"Male","2383"
"Magar",""
"Female","71"
"Male","60"
"Newar",""
"Female","56"
"Male","44"
"Others",""
"Female","7"
"Male","12"
"Rai",""
"Female","35"
"Male","35"
"Sarki",""
"Female","22"
"Male","16"
"Sherpa",""
"Female","1689"
"Male","1478"
"Sunuwar",""
"Female","38"
"Male","32"
"Tamang",""
"Female","564"
"Male","518"
