"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","593"
"Cow Dung","25"
"Electricity Fuel","4"
"KeroseneFuel","9"
"LP Gas","618"
"Not Sated about Fuel","18"
"OthersFuel","3"
"Wood/FireWood","4618"
"Total","5888"
