"Population by Caste Ethinicity","Number"
"Badi",""
"Female","8"
"Male","7"
"","15"
"Brahman - Hill",""
"Female","2121"
"Male","1741"
"","3862"
"Chhetri",""
"Female","2079"
"Male","1517"
"","3596"
"Damai/Dholi",""
"Female","613"
"Male","510"
"","1123"
"Dura",""
"Female","599"
"Male","520"
"","1119"
"Gharti/Bhujel",""
"Female","365"
"Male","331"
"","696"
"Gurung",""
"Female","2435"
"Male","1961"
"","4396"
"Kami",""
"Female","1277"
"Male","1024"
"","2301"
"Khawas",""
"Female","101"
"Male","74"
"","175"
"Kumal",""
"Female","292"
"Male","228"
"","520"
"Kurmi",""
"Female","4"
"Male","13"
"","17"
"Magar",""
"Female","372"
"Male","317"
"","689"
"Majhi",""
"Female","63"
"Male","45"
"","108"
"Musalman",""
"Female","76"
"Male","62"
"","138"
"Newar",""
"Female","737"
"Male","583"
"","1320"
"Others",""
"Female","23"
"Male","45"
"","68"
"Rai",""
"Female","25"
"Male","31"
"","56"
"Sanyasi/Dasnami",""
"Female","246"
"Male","212"
"","458"
"Sarki",""
"Female","905"
"Male","733"
"","1638"
"Tamang",""
"Female","113"
"Male","139"
"","252"
"Terai Others",""
"Female","6"
"Male","5"
"","11"
"Thakali",""
"Female","11"
"Male","6"
"","17"
"Thakuri",""
"Female","429"
"Male","341"
"","770"
"Tharu",""
"Female","7"
"Male","20"
"","27"
"Undefined Others",""
"Female","9"
"Male","4"
"","13"
