"Population by Mother tongue","Number"
"Bantawa",""
"Female","114"
"Male","107"
"Gurung",""
"Female","68"
"Male","74"
"Limbu",""
"Female","2815"
"Male","2465"
"Maithili",""
"Female","3"
"Male","9"
"Nepali",""
"Female","5138"
"Male","4624"
"Newar",""
"Female","10"
"Male","12"
"Not Reported",""
"Female","10"
"Male","16"
"Others",""
"Female","11"
"Male","11"
"Rai",""
"Female","63"
"Male","61"
"Sherpa",""
"Female","22"
"Male","19"
"Sunuwar",""
"Female","13"
"Male","7"
"Waling/Walung",""
"Female","57"
"Male","77"
