"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","21"
"Christianity","105"
"Hindu","19109"
"Islam","15784"
"Jainism","0"
"Kirat","6"
"Prakriti","5"
"Sikhism","0"
"Undefined","12"
"Total","35042"
