"Population by Mother tongue","Number"
"Avadhi",""
"Female","7841"
"Male","8807"
"","16648"
"Bhojpuri",""
"Female","11"
"Male","6"
"","17"
"Doteli",""
"Female","208"
"Male","205"
"","413"
"Hindi",""
"Female","12"
"Male","15"
"","27"
"Magar",""
"Female","40"
"Male","44"
"","84"
"Maithili",""
"Female","221"
"Male","214"
"","435"
"Nepali",""
"Female","645"
"Male","600"
"","1245"
"Newar",""
"Female","21"
"Male","13"
"","34"
"Not Reported",""
"Female","9"
"Male","4"
"","13"
"Others",""
"Female","12"
"Male","9"
"","21"
"Tharu",""
"Female","126"
"Male","129"
"","255"
"Uranw/Urau",""
"Female","7"
"Male","11"
"","18"
"Urdu",""
"Female","7811"
"Male","7921"
"","15732"
