"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","3170"
"Christianity","52"
"Hindu","44726"
"Islam","3755"
"Jainism","15"
"Kirat","182"
"Prakriti","8"
"Sikhism","0"
"Undefined","229"
"Total","52137"
