"Population by Mother tongue","Number"
"Bangla",""
"Female","59"
"Male","59"
"","118"
"Bhojpuri",""
"Female","56"
"Male","62"
"","118"
"Chamling",""
"Female","13"
"Male","11"
"","24"
"Hindi",""
"Female","126"
"Male","80"
"","206"
"Khaling",""
"Female","4"
"Male","8"
"","12"
"Limbu",""
"Female","6"
"Male","6"
"","12"
"Magahi",""
"Female","9"
"Male","7"
"","16"
"Magar",""
"Female","1089"
"Male","1038"
"","2127"
"Maithili",""
"Female","19534"
"Male","18750"
"","38284"
"Musalman",""
"Female","101"
"Male","97"
"","198"
"Nepali",""
"Female","2333"
"Male","2185"
"","4518"
"Newar",""
"Female","221"
"Male","239"
"","460"
"Not Reported",""
"Female","120"
"Male","110"
"","230"
"Others",""
"Female","55"
"Male","41"
"","96"
"Rai",""
"Female","84"
"Male","75"
"","159"
"Rajsthani",""
"Female","24"
"Male","21"
"","45"
"Sunuwar",""
"Female","47"
"Male","47"
"","94"
"Tamang",""
"Female","1342"
"Male","1272"
"","2614"
"Uranw/Urau",""
"Female","120"
"Male","97"
"","217"
"Urdu",""
"Female","1384"
"Male","1176"
"","2560"
"Wambule",""
"Female","16"
"Male","13"
"","29"
