"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","18"
"Cow Dung","3005"
"Electricity Fuel","29"
"KeroseneFuel","102"
"LP Gas","420"
"Not Sated about Fuel","66"
"OthersFuel","39"
"Wood/FireWood","6431"
"Total","10110"
