"Population by Five Years Age Group","Number"
"0-4",""
"Female","13712"
"Male","13965"
"10-14",""
"Female","22145"
"Male","22072"
"15-19",""
"Female","20324"
"Male","17379"
"20-24",""
"Female","16995"
"Male","9496"
"25-29",""
"Female","15004"
"Male","7553"
"30-34",""
"Female","12136"
"Male","6416"
"35-39",""
"Female","11218"
"Male","6285"
"40-44",""
"Female","9721"
"Male","6498"
"45-49",""
"Female","8361"
"Male","6170"
"50-54",""
"Female","7857"
"Male","6717"
"55-59",""
"Female","6137"
"Male","5873"
"5-9",""
"Female","18089"
"Male","18687"
"60-64",""
"Female","6105"
"Male","5181"
"65-69",""
"Female","4387"
"Male","3860"
"70-74",""
"Female","3162"
"Male","3152"
"75+",""
"Female","4525"
"Male","4106"
