"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","6639"
"Cow Dung","103"
"Electricity","112"
"Kerosene","326"
"LP Gas","17475"
"Not stated","436"
"Others","65"
"Wood/Firewood","53130"
"Total","78286"
