"Population by Single Year of Age","Number"
"0",""
"Female","2736"
"Male","2680"
"1",""
"Female","2351"
"Male","2585"
"10",""
"Female","4386"
"Male","4523"
"11",""
"Female","4135"
"Male","4076"
"12",""
"Female","4740"
"Male","4837"
"13",""
"Female","4459"
"Male","4374"
"14",""
"Female","4425"
"Male","4262"
"15",""
"Female","4394"
"Male","4206"
"16",""
"Female","4247"
"Male","3890"
"17",""
"Female","3976"
"Male","3418"
"18",""
"Female","4379"
"Male","3534"
"19",""
"Female","3328"
"Male","2331"
"2",""
"Female","2726"
"Male","2846"
"20",""
"Female","3648"
"Male","2463"
"21",""
"Female","3274"
"Male","1932"
"22",""
"Female","3894"
"Male","1992"
"23",""
"Female","3079"
"Male","1625"
"24",""
"Female","3100"
"Male","1484"
"25",""
"Female","4012"
"Male","1875"
"26",""
"Female","3043"
"Male","1486"
"27",""
"Female","2773"
"Male","1459"
"28",""
"Female","3256"
"Male","1644"
"29",""
"Female","1920"
"Male","1089"
"3",""
"Female","2821"
"Male","2772"
"30",""
"Female","4225"
"Male","1942"
"31",""
"Female","1727"
"Male","959"
"32",""
"Female","2590"
"Male","1455"
"33",""
"Female","1782"
"Male","1040"
"34",""
"Female","1812"
"Male","1020"
"35",""
"Female","4066"
"Male","1980"
"36",""
"Female","2073"
"Male","1150"
"37",""
"Female","1584"
"Male","966"
"38",""
"Female","2123"
"Male","1340"
"39",""
"Female","1372"
"Male","849"
"4",""
"Female","3078"
"Male","3082"
"40",""
"Female","4089"
"Male","2326"
"41",""
"Female","1296"
"Male","949"
"42",""
"Female","1885"
"Male","1264"
"43",""
"Female","1322"
"Male","1033"
"44",""
"Female","1129"
"Male","926"
"45",""
"Female","2917"
"Male","1905"
"46",""
"Female","1422"
"Male","1004"
"47",""
"Female","1198"
"Male","934"
"48",""
"Female","1682"
"Male","1398"
"49",""
"Female","1142"
"Male","929"
"5",""
"Female","3404"
"Male","3545"
"50",""
"Female","3123"
"Male","2370"
"51",""
"Female","1090"
"Male","1019"
"52",""
"Female","1470"
"Male","1402"
"53",""
"Female","1171"
"Male","1038"
"54",""
"Female","1003"
"Male","888"
"55",""
"Female","1919"
"Male","1670"
"56",""
"Female","1196"
"Male","1202"
"57",""
"Female","989"
"Male","978"
"58",""
"Female","1160"
"Male","1184"
"59",""
"Female","873"
"Male","839"
"6",""
"Female","3414"
"Male","3419"
"60",""
"Female","2647"
"Male","1893"
"61",""
"Female","919"
"Male","843"
"62",""
"Female","1105"
"Male","992"
"63",""
"Female","781"
"Male","771"
"64",""
"Female","653"
"Male","682"
"65",""
"Female","1656"
"Male","1195"
"66",""
"Female","649"
"Male","600"
"67",""
"Female","764"
"Male","688"
"68",""
"Female","901"
"Male","954"
"69",""
"Female","417"
"Male","423"
"7",""
"Female","3760"
"Male","3858"
"70",""
"Female","1545"
"Male","1229"
"71",""
"Female","380"
"Male","462"
"72",""
"Female","626"
"Male","663"
"73",""
"Female","325"
"Male","449"
"74",""
"Female","286"
"Male","349"
"75",""
"Female","874"
"Male","671"
"76",""
"Female","312"
"Male","384"
"77",""
"Female","353"
"Male","347"
"78",""
"Female","443"
"Male","495"
"79",""
"Female","216"
"Male","207"
"8",""
"Female","3835"
"Male","4117"
"80",""
"Female","629"
"Male","417"
"81",""
"Female","172"
"Male","190"
"82",""
"Female","218"
"Male","213"
"83",""
"Female","198"
"Male","193"
"84",""
"Female","231"
"Male","195"
"85",""
"Female","879"
"Male","794"
"9",""
"Female","3676"
"Male","3748"
