"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","440"
"Male","446"
"","886"
"Byasi/Sauka",""
"Female","392"
"Male","373"
"","765"
"Chhetri",""
"Female","854"
"Male","920"
"","1774"
"Damai/Dholi",""
"Female","75"
"Male","76"
"","151"
"Kami",""
"Female","239"
"Male","239"
"","478"
"Magar",""
"Female","1"
"Male","10"
"","11"
"Others",""
"Female","7"
"Male","13"
"","20"
"Sarki",""
"Female","18"
"Male","23"
"","41"
"Tamang",""
"Female","199"
"Male","198"
"","397"
"Thakuri",""
"Female","504"
"Male","490"
"","994"
