"Population by Religion","Number"
"Bahai","4"
"Bon","5"
"Buddism","44011"
"Christianity","1752"
"Hindu","658611"
"Islam","60679"
"Jainism","11"
"Kirat","331"
"Prakriti","1959"
"Sikhism","0"
"Undefined","2366"
"Total","769729"
