"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","2455"
"Cow Dung","34461"
"Electricity Fuel","78"
"KeroseneFuel","1897"
"LP Gas","5272"
"Not Sated about Fuel","1464"
"OthersFuel","1526"
"Wood/FireWood","85650"
"Total","132803"
