"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","23"
"Cow Dung","4374"
"Electricity Fuel","2"
"KeroseneFuel","121"
"LP Gas","34"
"Not Sated about Fuel","78"
"OthersFuel","3"
"Wood/FireWood","628"
"Total","5263"
