"Population by Caste Ethinicity","Number"
"Badhaee",""
"Female","60"
"Male","59"
"","119"
"Bangali",""
"Female","14"
"Male","10"
"","24"
"Baraee",""
"Female","547"
"Male","628"
"","1175"
"Brahman - Hill",""
"Female","264"
"Male","275"
"","539"
"Brahman - Tarai",""
"Female","166"
"Male","184"
"","350"
"Chamar/ Harijan/ Ram",""
"Female","1527"
"Male","1673"
"","3200"
"Chhetri",""
"Female","130"
"Male","125"
"","255"
"Dhandi",""
"Female","77"
"Male","91"
"","168"
"Dhankar/ Dharikar",""
"Female","38"
"Male","39"
"","77"
"Dhobi",""
"Female","834"
"Male","873"
"","1707"
"Dusadh/ Pasawan/ Pasi",""
"Female","716"
"Male","751"
"","1467"
"Foreigner",""
"Female","13"
"Male","7"
"","20"
"Gaderi/Bhedihar",""
"Female","216"
"Male","239"
"","455"
"Hajam/Thakur",""
"Female","369"
"Male","348"
"","717"
"Halwai",""
"Female","74"
"Male","91"
"","165"
"Kahar",""
"Female","778"
"Male","876"
"","1654"
"Kalwar",""
"Female","181"
"Male","205"
"","386"
"Kami",""
"Female","31"
"Male","31"
"","62"
"Kathabaniyan",""
"Female","210"
"Male","248"
"","458"
"Kayastha",""
"Female","71"
"Male","69"
"","140"
"Kewat",""
"Female","1562"
"Male","1733"
"","3295"
"Koiri/Kushwaha",""
"Female","1038"
"Male","1105"
"","2143"
"Kumal",""
"Female","5"
"Male","12"
"","17"
"Kurmi",""
"Female","1711"
"Male","1808"
"","3519"
"Lodh",""
"Female","85"
"Male","90"
"","175"
"Lohar",""
"Female","304"
"Male","347"
"","651"
"Magar",""
"Female","45"
"Male","62"
"","107"
"Majhi",""
"Female","15"
"Male","15"
"","30"
"Mali",""
"Female","8"
"Male","6"
"","14"
"Mallaha",""
"Female","444"
"Male","444"
"","888"
"Marwadi",""
"Female","202"
"Male","204"
"","406"
"Musalman",""
"Female","1564"
"Male","1541"
"","3105"
"Newar",""
"Female","180"
"Male","166"
"","346"
"Others",""
"Female","41"
"Male","20"
"","61"
"Rajbhar",""
"Female","37"
"Male","45"
"","82"
"Rajput",""
"Female","67"
"Male","70"
"","137"
"Sanyasi/Dasnami",""
"Female","61"
"Male","71"
"","132"
"Satar/ Santhal",""
"Female","5"
"Male","11"
"","16"
"Sherpa",""
"Female","16"
"Male","24"
"","40"
"Tamang",""
"Female","13"
"Male","14"
"","27"
"Teli",""
"Female","352"
"Male","394"
"","746"
"Terai Others",""
"Female","193"
"Male","210"
"","403"
"Tharu",""
"Female","892"
"Male","939"
"","1831"
"Undefined Others",""
"Female","4"
"Male","7"
"","11"
"Yadav",""
"Female","3558"
"Male","3848"
"","7406"
"Yakkha",""
"Female","19"
"Male","31"
"","50"
