"Population by Caste/Ethinicity","Number"
"Badi",""
"Female","30"
"Male","17"
"Brahman - Hill",""
"Female","376"
"Male","313"
"Chhantyal/Chhantel",""
"Female","676"
"Male","553"
"Chhetri",""
"Female","1806"
"Male","1351"
"Damai/Dholi",""
"Female","858"
"Male","588"
"Gurung",""
"Female","21"
"Male","30"
"Kami",""
"Female","850"
"Male","689"
"Koiri/Kushwaha",""
"Female","5"
"Male","9"
"Magar",""
"Female","3396"
"Male","2601"
"Newar",""
"Female","46"
"Male","42"
"Others",""
"Female","19"
"Male","22"
"Sarki",""
"Female","230"
"Male","189"
"Tamang",""
"Female","5"
"Male","31"
"Terai Others",""
"Female","8"
"Male","5"
"Thakali",""
"Female","26"
"Male","23"
"Thakuri",""
"Female","513"
"Male","401"
"Tharu",""
"Female","7"
"Male","17"
