"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","25"
"Electricity Fuel","1"
"KeroseneFuel","17"
"LP Gas","8"
"Not Sated about Fuel","4"
"OthersFuel","1"
"Wood/FireWood","2752"
"Total","2815"
