"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas","83"
"Cow Dung","15"
"Electricity","4"
"Kerosene","11"
"LP Gas","239"
"Not stated","40"
"Others","6"
"Wood/Firewood","8427"
"Total","8825"
