"Population by Religion","Number"
"Bahai","2"
"Bon","9"
"Buddism","16166"
"Christianity","7144"
"Hindu","82638"
"Islam","1849"
"Jainism","89"
"Kirat","32655"
"Prakriti","321"
"Sikhism","15"
"Undefined","551"
"Total","141439"
