"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","213"
"Cow Dung","16"
"Electricity Fuel","12"
"KeroseneFuel","474"
"LP Gas","20259"
"Not Sated about Fuel","231"
"OthersFuel","83"
"Wood/FireWood","11405"
"Total","32693"
