"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","1361"
"Cow Dung","5"
"Electricity Fuel","5"
"KeroseneFuel","16"
"LP Gas","256"
"Not Sated about Fuel","22"
"OthersFuel","2"
"Wood/FireWood","3084"
"Total","4751"
