"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","1998"
"Male","1477"
"","3475"
"Chhetri",""
"Female","1758"
"Male","1210"
"","2968"
"Damai/Dholi",""
"Female","422"
"Male","378"
"","800"
"Gaine",""
"Female","35"
"Male","36"
"","71"
"Gharti/Bhujel",""
"Female","255"
"Male","215"
"","470"
"Gurung",""
"Female","1795"
"Male","1426"
"","3221"
"Kami",""
"Female","901"
"Male","748"
"","1649"
"Kumal",""
"Female","366"
"Male","290"
"","656"
"Magar",""
"Female","173"
"Male","153"
"","326"
"Majhi",""
"Female","25"
"Male","11"
"","36"
"Musalman",""
"Female","103"
"Male","82"
"","185"
"Newar",""
"Female","497"
"Male","423"
"","920"
"Others",""
"Female","22"
"Male","17"
"","39"
"Rai",""
"Female","15"
"Male","9"
"","24"
"Sanyasi/Dasnami",""
"Female","129"
"Male","97"
"","226"
"Sarki",""
"Female","1041"
"Male","831"
"","1872"
"Sunuwar",""
"Female","19"
"Male","13"
"","32"
"Tamang",""
"Female","678"
"Male","533"
"","1211"
"Thakuri",""
"Female","196"
"Male","150"
"","346"
