"Population by Mother tongue","Number"
"Gurung",""
"Female","1861"
"Male","1676"
"","3537"
"Kulung",""
"Female","7"
"Male","11"
"","18"
"Magar",""
"Female","115"
"Male","115"
"","230"
"Nepali",""
"Female","10712"
"Male","8646"
"","19358"
"Newar",""
"Female","16"
"Male","18"
"","34"
"Others",""
"Female","21"
"Male","33"
"","54"
"Rai",""
"Female","33"
"Male","35"
"","68"
"Tamang",""
"Female","16"
"Male","27"
"","43"
"Thakali",""
"Female","21"
"Male","14"
"","35"
"Urdu",""
"Female","18"
"Male","22"
"","40"
