"Population by Caste Ethinicity","Number"
"Badi",""
"Female","37"
"Male","45"
"","82"
"Brahman - Hill",""
"Female","3678"
"Male","3096"
"","6774"
"Chhetri",""
"Female","1132"
"Male","893"
"","2025"
"Dalit Others",""
"Female","106"
"Male","80"
"","186"
"Damai/Dholi",""
"Female","755"
"Male","578"
"","1333"
"Ghale",""
"Female","7"
"Male","12"
"","19"
"Gharti/Bhujel",""
"Female","114"
"Male","115"
"","229"
"Gurung",""
"Female","2187"
"Male","1976"
"","4163"
"Kami",""
"Female","2823"
"Male","2041"
"","4864"
"Magar",""
"Female","880"
"Male","775"
"","1655"
"Musalman",""
"Female","36"
"Male","40"
"","76"
"Newar",""
"Female","66"
"Male","61"
"","127"
"Others",""
"Female","21"
"Male","30"
"","51"
"Rai",""
"Female","96"
"Male","89"
"","185"
"Sanyasi/Dasnami",""
"Female","88"
"Male","69"
"","157"
"Sarki",""
"Female","557"
"Male","494"
"","1051"
"Sherpa",""
"Female","13"
"Male","14"
"","27"
"Sonar",""
"Female","12"
"Male","18"
"","30"
"Tamang",""
"Female","72"
"Male","69"
"","141"
"Terai Others",""
"Female","11"
"Male","7"
"","18"
"Thakali",""
"Female","77"
"Male","54"
"","131"
"Thakuri",""
"Female","52"
"Male","41"
"","93"
