"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","30"
"Cow Dung","1"
"Electricity Fuel","3"
"KeroseneFuel","10"
"LP Gas","560"
"Not Sated about Fuel","22"
"OthersFuel","0"
"Wood/FireWood","5403"
"Total","6029"
