"Population by Caste Ethinicity","Number"
"Brahman - Hill",""
"Female","421"
"Male","443"
"","864"
"Chhetri",""
"Female","4889"
"Male","4084"
"","8973"
"Damai/Dholi",""
"Female","796"
"Male","655"
"","1451"
"Gurung",""
"Female","286"
"Male","197"
"","483"
"Hajam/Thakur",""
"Female","6"
"Male","6"
"","12"
"Kami",""
"Female","2398"
"Male","1915"
"","4313"
"Kumal",""
"Female","8"
"Male","3"
"","11"
"Magar",""
"Female","7945"
"Male","6366"
"","14311"
"Musalman",""
"Female","13"
"Male","18"
"","31"
"Newar",""
"Female","114"
"Male","100"
"","214"
"Others",""
"Female","21"
"Male","30"
"","51"
"Rai",""
"Female","9"
"Male","3"
"","12"
"Sanyasi/Dasnami",""
"Female","877"
"Male","715"
"","1592"
"Sarki",""
"Female","31"
"Male","34"
"","65"
"Thakali",""
"Female","19"
"Male","15"
"","34"
"Thakuri",""
"Female","171"
"Male","137"
"","308"
"Tharu",""
"Female","11"
"Male","23"
"","34"
