"Population by Mother tongue","Number"
"Bhojpuri",""
"Female","14"
"Male","22"
"","36"
"Gurung",""
"Female","177"
"Male","134"
"","311"
"Hindi",""
"Female","7"
"Male","7"
"","14"
"Kham",""
"Female","1198"
"Male","950"
"","2148"
"Magar",""
"Female","3307"
"Male","2704"
"","6011"
"Maithili",""
"Female","9"
"Male","17"
"","26"
"Nepali",""
"Female","13229"
"Male","10825"
"","24054"
"Newar",""
"Female","30"
"Male","36"
"","66"
"Others",""
"Female","23"
"Male","23"
"","46"
"Tharu",""
"Female","11"
"Male","16"
"","27"
"Urdu",""
"Female","10"
"Male","10"
"","20"
