"Population by Caste/Ethinicity","Number"
"Aathpariya",""
"Female","49"
"Male","38"
"Bangali",""
"Female","6"
"Male","5"
"Bantaba",""
"Female","17"
"Male","11"
"Brahman - Hill",""
"Female","692"
"Male","585"
"Chhetri",""
"Female","3301"
"Male","2701"
"Damai/Dholi",""
"Female","289"
"Male","241"
"Dhunia",""
"Female","6"
"Male","7"
"Gharti/Bhujel",""
"Female","242"
"Male","196"
"Gurung",""
"Female","249"
"Male","183"
"Kami",""
"Female","566"
"Male","470"
"Limbu",""
"Female","86"
"Male","79"
"Magar",""
"Female","1715"
"Male","1346"
"Newar",""
"Female","412"
"Male","374"
"Others",""
"Female","55"
"Male","62"
"Rai",""
"Female","1946"
"Male","1673"
"Sanyasi/Dasnami",""
"Female","196"
"Male","158"
"Sarki",""
"Female","224"
"Male","197"
"Sherpa",""
"Female","31"
"Male","35"
"Tamang",""
"Female","1892"
"Male","1630"
"Teli",""
"Female","12"
"Male","19"
"Terai Others",""
"Female","11"
"Male","12"
"Yadav",""
"Female","4"
"Male","15"
"Yakkha",""
"Female","23"
"Male","17"
