"Population by Mother tongue","Number"
"Athpariya",""
"Female","40"
"Male","38"
"Bantawa",""
"Female","368"
"Male","305"
"Bhujel",""
"Female","14"
"Male","14"
"Dungmali",""
"Female","8"
"Male","4"
"Gurung",""
"Female","118"
"Male","86"
"Hindi",""
"Female","10"
"Male","11"
"Limbu",""
"Female","77"
"Male","71"
"Magar",""
"Female","1665"
"Male","1302"
"Maithili",""
"Female","32"
"Male","62"
"Nachhiring",""
"Female","45"
"Male","69"
"Nepali",""
"Female","6500"
"Male","5371"
"Newar",""
"Female","66"
"Male","73"
"Not Reported",""
"Female","35"
"Male","34"
"Others",""
"Female","22"
"Male","16"
"Phangduwali",""
"Female","163"
"Male","127"
"Rai",""
"Female","1047"
"Male","890"
"Sampang",""
"Female","10"
"Male","10"
"Sherpa",""
"Female","18"
"Male","25"
"Sign Language",""
"Female","6"
"Male","8"
"Tamang",""
"Female","1703"
"Male","1471"
"Yakkha",""
"Female","77"
"Male","67"
