"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","115"
"Christianity","91"
"Hindu","145665"
"Islam","15978"
"Jainism","1"
"Kirat","7"
"Prakriti","8"
"Sikhism","0"
"Undefined","977"
"Total","162842"
