"Population by Mother tongue","Number"
"Bajjika",""
"Female","12"
"Male","15"
"","27"
"Bangla",""
"Female","10"
"Male","29"
"","39"
"Bhojpuri",""
"Female","100"
"Male","119"
"","219"
"Doteli",""
"Female","65"
"Male","77"
"","142"
"Gurung",""
"Female","27"
"Male","16"
"","43"
"Hindi",""
"Female","236"
"Male","239"
"","475"
"Lhomi",""
"Female","21"
"Male","11"
"","32"
"Limbu",""
"Female","17"
"Male","20"
"","37"
"Magahi",""
"Female","2254"
"Male","2291"
"","4545"
"Magar",""
"Female","20"
"Male","19"
"","39"
"Maithili",""
"Female","67900"
"Male","74192"
"","142092"
"Meche",""
"Female","66"
"Male","64"
"","130"
"Nepali",""
"Female","2259"
"Male","2283"
"","4542"
"Newar",""
"Female","197"
"Male","193"
"","390"
"Not Reported",""
"Female","454"
"Male","455"
"","909"
"Others",""
"Female","29"
"Male","33"
"","62"
"Rai",""
"Female","30"
"Male","19"
"","49"
"Rajsthani",""
"Female","278"
"Male","292"
"","570"
"Sherpa",""
"Female","8"
"Male","5"
"","13"
"Sunuwar",""
"Female","106"
"Male","104"
"","210"
"Tamang",""
"Female","88"
"Male","77"
"","165"
"Tharu",""
"Female","56"
"Male","44"
"","100"
"Urdu",""
"Female","3623"
"Male","3653"
"","7276"
"Yakkha",""
"Female","40"
"Male","26"
"","66"
