"Population by Mother tongue","Number"
"Bajjika",""
"Female","23"
"Male","13"
"","36"
"Ghale",""
"Female","6"
"Male","5"
"","11"
"Gurung",""
"Female","26"
"Male","19"
"","45"
"Magar",""
"Female","10"
"Male","12"
"","22"
"Nepali",""
"Female","11910"
"Male","9051"
"","20961"
"Newar",""
"Female","154"
"Male","118"
"","272"
"Not Reported",""
"Female","7"
"Male","4"
"","11"
"Others",""
"Female","6"
"Male","4"
"","10"
"Tamang",""
"Female","134"
"Male","80"
"","214"
"Urdu",""
"Female","261"
"Male","190"
"","451"
