"Population by Caste Ethinicity","Number"
"Badi",""
"Female","11"
"Male","14"
"","25"
"Brahman - Hill",""
"Female","5104"
"Male","3747"
"","8851"
"Brahmu/ Baramo",""
"Female","423"
"Male","337"
"","760"
"Chhetri",""
"Female","1263"
"Male","953"
"","2216"
"Damai/Dholi",""
"Female","338"
"Male","271"
"","609"
"Darai",""
"Female","132"
"Male","121"
"","253"
"Gaine",""
"Female","10"
"Male","12"
"","22"
"Ghale",""
"Female","5"
"Male","6"
"","11"
"Gharti/Bhujel",""
"Female","82"
"Male","61"
"","143"
"Gurung",""
"Female","151"
"Male","98"
"","249"
"Kami",""
"Female","564"
"Male","427"
"","991"
"Kumal",""
"Female","410"
"Male","349"
"","759"
"Magar",""
"Female","741"
"Male","600"
"","1341"
"Musalman",""
"Female","278"
"Male","200"
"","478"
"Newar",""
"Female","1535"
"Male","1181"
"","2716"
"Others",""
"Female","35"
"Male","19"
"","54"
"Sarki",""
"Female","1311"
"Male","1016"
"","2327"
"Tamang",""
"Female","144"
"Male","84"
"","228"
