"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","6"
"Electricity Fuel","0"
"KeroseneFuel","2"
"LP Gas","0"
"Not Sated about Fuel","25"
"OthersFuel","0"
"Wood/FireWood","3733"
"Total","3774"
