"Population by Five Years Age Group","Number"
"0-4",""
"Female","596"
"Male","647"
"10-14",""
"Female","773"
"Male","768"
"15-19",""
"Female","571"
"Male","604"
"20-24",""
"Female","563"
"Male","353"
"25-29",""
"Female","412"
"Male","241"
"30-34",""
"Female","362"
"Male","260"
"35-39",""
"Female","340"
"Male","258"
"40-44",""
"Female","236"
"Male","259"
"45-49",""
"Female","247"
"Male","218"
"50-54",""
"Female","193"
"Male","185"
"55-59",""
"Female","181"
"Male","159"
"5-9",""
"Female","684"
"Male","627"
"60-64",""
"Female","204"
"Male","166"
"65-69",""
"Female","142"
"Male","153"
"70-74",""
"Female","113"
"Male","95"
"75+",""
"Female","99"
"Male","109"
