"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","16"
"Cow Dung","12"
"Electricity Fuel","0"
"KeroseneFuel","4"
"LP Gas","2"
"Not Sated about Fuel","42"
"OthersFuel","0"
"Wood/FireWood","4406"
"Total","4482"
