"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","7"
"Cow Dung","16"
"Electricity Fuel","1"
"KeroseneFuel","2"
"LP Gas","60"
"Not Sated about Fuel","19"
"OthersFuel","1"
"Wood/FireWood","6484"
"Total","6590"
