"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","8"
"Cow Dung","2"
"Electricity Fuel","0"
"KeroseneFuel","4"
"LP Gas","5"
"Not Sated about Fuel","15"
"OthersFuel","4"
"Wood/FireWood","3938"
"Total","3976"
