"Population by Caste Ethinicity","Number"
"Badi",""
"Female","30"
"Male","35"
"","65"
"Brahman - Hill",""
"Female","2595"
"Male","2568"
"","5163"
"Chhetri",""
"Female","3525"
"Male","3329"
"","6854"
"Damai/Dholi",""
"Female","393"
"Male","414"
"","807"
"Gurung",""
"Female","226"
"Male","254"
"","480"
"Kami",""
"Female","1623"
"Male","1562"
"","3185"
"Kumal",""
"Female","34"
"Male","41"
"","75"
"Magar",""
"Female","526"
"Male","533"
"","1059"
"Musalman",""
"Female","143"
"Male","148"
"","291"
"Others",""
"Female","11"
"Male","10"
"","21"
"Sanyasi/Dasnami",""
"Female","270"
"Male","257"
"","527"
"Sarki",""
"Female","530"
"Male","474"
"","1004"
"Thakuri",""
"Female","887"
"Male","815"
"","1702"
