"Population by Five Years Age Group","Number"
"0-4",""
"Female","1792"
"Male","1793"
"10-14",""
"Female","2786"
"Male","2822"
"15-19",""
"Female","2619"
"Male","2189"
"20-24",""
"Female","2107"
"Male","1532"
"25-29",""
"Female","1649"
"Male","1489"
"30-34",""
"Female","1357"
"Male","1197"
"35-39",""
"Female","1236"
"Male","1083"
"40-44",""
"Female","1225"
"Male","1051"
"45-49",""
"Female","1029"
"Male","955"
"50-54",""
"Female","955"
"Male","965"
"55-59",""
"Female","681"
"Male","726"
"5-9",""
"Female","2423"
"Male","2467"
"60-64",""
"Female","621"
"Male","623"
"65-69",""
"Female","493"
"Male","512"
"70-74",""
"Female","353"
"Male","384"
"75+",""
"Female","498"
"Male","510"
