"Population by Five Years Age Group","Number"
"0-4",""
"Female","1806"
"Male","1812"
"10-14",""
"Female","2491"
"Male","2484"
"15-19",""
"Female","2441"
"Male","2179"
"20-24",""
"Female","2557"
"Male","1558"
"25-29",""
"Female","2235"
"Male","1392"
"30-34",""
"Female","1843"
"Male","1338"
"35-39",""
"Female","1589"
"Male","1177"
"40-44",""
"Female","1356"
"Male","1174"
"45-49",""
"Female","1156"
"Male","983"
"50-54",""
"Female","1103"
"Male","942"
"55-59",""
"Female","970"
"Male","848"
"5-9",""
"Female","2083"
"Male","2212"
"60-64",""
"Female","884"
"Male","798"
"65-69",""
"Female","582"
"Male","701"
"70-74",""
"Female","408"
"Male","447"
"75+",""
"Female","589"
"Male","541"
