"Number of Households by Usage of Cooking Fuel","Number"
"Bio-Gas Fuel","15"
"Cow Dung","3390"
"Electricity Fuel","2"
"KeroseneFuel","87"
"LP Gas","217"
"Not Sated about Fuel","27"
"OthersFuel","173"
"Wood/FireWood","1315"
"Total","5226"
