"Population by Religion","Number"
"Bahai","0"
"Bon","0"
"Buddism","1"
"Christianity","0"
"Hindu","22679"
"Islam","8255"
"Jainism","11"
"Kirat","0"
"Prakriti","0"
"Sikhism","0"
"Undefined","80"
"Total","31026"
