"Population by Caste Ethinicity","Number"
"Bantar/Sardar",""
"Female","4"
"Male","8"
"","12"
"Baraee",""
"Female","77"
"Male","82"
"","159"
"Bin",""
"Female","231"
"Male","209"
"","440"
"Brahman - Tarai",""
"Female","445"
"Male","453"
"","898"
"Chamar/ Harijan/ Ram",""
"Female","714"
"Male","635"
"","1349"
"Damai/Dholi",""
"Female","18"
"Male","15"
"","33"
"Dhanuk",""
"Female","1166"
"Male","1075"
"","2241"
"Dhobi",""
"Female","279"
"Male","261"
"","540"
"Dhunia",""
"Female","247"
"Male","233"
"","480"
"Dom",""
"Female","17"
"Male","17"
"","34"
"Dusadh/ Pasawan/ Pasi",""
"Female","300"
"Male","292"
"","592"
"Gaderi/Bhedihar",""
"Female","61"
"Male","62"
"","123"
"Hajam/Thakur",""
"Female","253"
"Male","269"
"","522"
"Halkhor",""
"Female","18"
"Male","17"
"","35"
"Halwai",""
"Female","200"
"Male","219"
"","419"
"Kalar",""
"Female","49"
"Male","48"
"","97"
"Kalwar",""
"Female","268"
"Male","264"
"","532"
"Kami",""
"Female","30"
"Male","17"
"","47"
"Kanu",""
"Female","7"
"Male","4"
"","11"
"Kathabaniyan",""
"Female","267"
"Male","274"
"","541"
"Kayastha",""
"Female","114"
"Male","102"
"","216"
"Kewat",""
"Female","419"
"Male","462"
"","881"
"Khatwe",""
"Female","1180"
"Male","1105"
"","2285"
"Koiri/Kushwaha",""
"Female","215"
"Male","239"
"","454"
"Kumhar",""
"Female","31"
"Male","31"
"","62"
"Lohar",""
"Female","110"
"Male","96"
"","206"
"Mali",""
"Female","66"
"Male","42"
"","108"
"Mallaha",""
"Female","680"
"Male","663"
"","1343"
"Marwadi",""
"Female","5"
"Male","6"
"","11"
"Musahar",""
"Female","233"
"Male","202"
"","435"
"Musalman",""
"Female","4316"
"Male","3971"
"","8287"
"Nuniya",""
"Female","479"
"Male","464"
"","943"
"Others",""
"Female","35"
"Male","15"
"","50"
"Sanyasi/Dasnami",""
"Female","93"
"Male","100"
"","193"
"Sonar",""
"Female","74"
"Male","84"
"","158"
"Sudhi",""
"Female","812"
"Male","875"
"","1687"
"Tatma/Tatwa",""
"Female","117"
"Male","99"
"","216"
"Teli",""
"Female","731"
"Male","746"
"","1477"
"Terai Others",""
"Female","47"
"Male","42"
"","89"
"Undefined Others",""
"Female","14"
"Male","14"
"","28"
"Yadav",""
"Female","1389"
"Male","1403"
"","2792"
